"Claim number","Response Date","Response"
"UA-ACTEM/40224/246",2010-07-06,"APPROVED"
"UA-ACTEM/40519/367",2011-10-05,"rejected"
"UA-ACTEM/39716/516",2009-10-07,"Y"
"UA-ACTEM/40224/625",2010-07-06,"YES"
"UA-ACTEM/40519/331",2011-10-05,"app"
"UA-ACTEM/39716/360",2009-10-07,"rejected"
"UA-ACTEM/40224/857",2010-07-06,"Approved"
"UA-ACTEM/40519/341",2011-10-05,"APPROVED"
"UA-ACTEM/41360/184",2013-09-27,"N"
"UA-AVAST/38583/670",2005-11-15,"declined"
"UA-AVAST/39006/222",2007-03-13,"YES"
"UA-AVAST/39006/629",2007-03-13,"YES"
"UA-AVAST/39429/220",2008-03-19,"YES"
"UA-AVAST/39429/367",2008-03-19,"rejected"
"UA-AVAST/39429/854",2008-03-19,"Approved"
"UA-AVAST/40703/409",2012-05-11,"yes"
"UA-AVAST/38583/979",2005-11-15,"declined"
"UA-AVAST/39006/545",2007-03-13,"APPROVED"
"UA-AVAST/39006/600",2007-03-13,"yes"
"UA-AVAST/39429/666",2008-03-19,"rejected"
"UA-AVAST/39429/487",2008-03-19,"N"
"UA-AVAST/39429/142",2008-03-19,"APPROVED"
"UA-AVAST/40703/815",2012-05-11,"Y"
"UA-AVAST/41984/878",2015-08-20,"declined"
"UA-BONVI/38895/212",2007-01-30,"Y"
"UA-BONVI/38925/189",2007-01-30,"N"
"UA-BONVI/38938/277",2006-12-15,"declined"
"UA-BONVI/38938/227",2006-12-15,"YES"
"UA-BONVI/39231/542",2007-09-03,"APPROVED"
"UA-BONVI/38873/340",2006-10-04,"APPROVED"
"UA-BONVI/40703/338",2013-04-05,"app"
"UA-COPEG/39255/983",2007-11-13,"N"
"UA-COPEG/39491/789",2008-07-22,"N"
"UA-COPEG/42059/586",2015-09-03,"N"
"UA-ERIVE/41712/268",2015-10-21,"rejected"
"UA-ERIVE/41712/770",2015-10-21,"declined"
"UA-FUZEO/39293/674",2008-01-15,"declined"
"UA-GAZYV/41785/243",2015-03-06,"APPROVED"
"UA-HERCE/39093/692",2007-07-23,"NO"
"UA-HERCE/39093/561",2007-07-23,"rejected"
"UA-HERCE/39093/524",2007-07-23,"YES"
"UA-HERCE/40129/145",2010-05-21,"APPROVED"
"UA-HERCE/40480/838",2011-02-21,"app"
"UA-HERCE/41152/719",2013-05-07,"Y"
"UA-HERCE/39093/358",2007-07-23,"Approved"
"UA-HERCE/39093/268",2007-07-23,"rejected"
"UA-HERCE/39093/717",2007-07-23,"Y"
"UA-HERCE/40129/615",2010-05-21,"Y"
"UA-HERCE/40480/406",2011-02-21,"yes"
"UA-HERCE/41152/967",2013-05-07,"rejected"
"UA-HERCE/41599/715",2015-03-20,"Y"
"UA-HERCE/41599/103",2015-03-20,"yes"
"UA-HERCE/41599/349",2015-03-20,"APPROVED"
"UA-HERCE/41599/165",2015-03-20,"rejected"
"UA-HERCE/41599/786",2015-03-20,"N"
"UA-HERCE/41599/290",2015-03-20,"NO"
"UA-HERCE/41599/982",2015-03-20,"N"
"UA-HERCE/1/778",2013-02-07,"#VALUE!"
"UA-HERCE/1/489",2013-02-07,"#VALUE!"
"UA-HERCE/1/480",2013-02-07,"#VALUE!"
"UA-HERCE/1/442",2013-02-07,"#VALUE!"
"UA-HERCE/1/828",2013-02-07,"#VALUE!"
"UA-HERCE/1/898",2013-02-07,"#VALUE!"
"UA-HERCE/1/673",2013-02-07,"#VALUE!"
"UA-HERCE/1/130",2013-02-07,"#VALUE!"
"UA-KADCY/41460/609",2014-08-07,"yes"
"UA-KADCY/41460/778",2014-08-07,"declined"
"UA-MABTH/38930/328",2006-12-22,"YES"
"UA-MABTH/38930/133",2006-12-22,"app"
"UA-MABTH/39534/399",2008-07-09,"NO"
"UA-MABTH/41366/184",2013-11-15,"N"
"UA-MABTH/41735/658",2015-03-06,"Approved"
"UA-MABTH/38930/349",2006-12-22,"APPROVED"
"UA-MABTH/38930/809",2006-12-22,"yes"
"UA-MABTH/39534/833",2008-07-09,"app"
"UA-MABTH/41366/855",2013-11-15,"Approved"
"UA-MABTH/40863/179",2012-02-07,"declined"
"UA-MABTH/40863/960",2012-02-07,"rejected"
"UA-MABTH/40863/312",2012-02-07,"Y"
"UA-MABTH/40863/633",2012-02-07,"app"
"UA-MABTH/40863/652",2012-02-07,"Approved"
"UA-MABTH/40863/860",2012-02-07,"rejected"
"UA-MADOP/41379/454",2015-01-26,"Approved"
"UA-MADOP/41379/550",2015-01-26,"Approved"
"UA-MIRCE/39266/635",2007-12-13,"app"
"UA-MIRCE/39833/678",2009-03-12,"declined"
"UA-MIRCE/39266/897",2007-12-13,"NO"
"UA-MIRCE/39266/137",2007-12-13,"app"
"UA-MIRCE/39266/407",2007-12-13,"yes"
"UA-MIRCE/39833/928",2009-03-12,"YES"
"UA-MIRCE/39833/156",2009-03-12,"Approved"
"UA-MIRCE/39266/448",2007-12-13,"APPROVED"
"UA-MIRCE/39266/313",2007-12-13,"Y"
"UA-MIRCE/39266/681",2007-12-13,"N"
"UA-MIRCE/39266/147",2007-12-13,"APPROVED"
"UA-MIRCE/39266/563",2007-12-13,"rejected"
"UA-MIRCE/39266/303",2007-12-13,"yes"
"UA-MIRCE/39266/492",2007-12-13,"NO"
"UA-MIRCE/39266/286",2007-12-13,"N"
"UA-NEORE/39244/684",2007-08-31,"N"
"UA-PEGAS/40758/823",2012-08-08,"YES"
"UA-PEGAS/40758/134",2012-08-08,"app"
"UA-PEGAS/40758/688",2012-08-08,"N"
"UA-PEGAS/40758/283",2012-08-08,"N"
"UA-PEGAS/40758/534",2012-08-08,"app"
"UA-PEGAS/40758/832",2012-08-08,"app"
"UA-PEGAS/40758/426",2012-08-08,"YES"
"UA-PEGAS/40758/322",2012-08-08,"YES"
"UA-PEGAS/40758/881",2012-08-08,"N"
"UA-PEGAS/40758/590",2012-08-08,"NO"
"UA-PEGAS/40758/535",2012-08-08,"app"
"UA-PEGAS/39534/522",2008-07-09,"YES"
"UA-PEGAS/39583/200",2008-07-09,"yes"
"UA-PEGAS/39534/124",2008-07-09,"YES"
"UA-PEGAS/39583/191",2008-07-09,"NO"
"UA-PEGAS/41723/660",2015-03-03,"rejected"
"UA-PEGAS/41723/599",2015-03-03,"NO"
"UA-PEGAS/41723/935",2015-03-03,"app"
"UA-PEGAS/41723/558",2015-03-03,"Approved"
"UA-PEGAS/41723/950",2015-03-03,"Approved"
"UA-PEGAS/1/954",2011-06-08,"#VALUE!"
"UA-PEGAS/1/209",2011-06-08,"#VALUE!"
"UA-PEGAS/1/766",2011-06-08,"#VALUE!"
"UA-PEGAS/1/983",2011-06-08,"#VALUE!"
"UA-PEGAS/1/253",2011-06-08,"#VALUE!"
"UA-PERJE/41316/417",2014-01-20,"Y"
"UA-TAMIF/39968/891",2010-03-17,"NO"
"UA-TAMIF/39968/873",2010-03-17,"declined"
"UA-TAMIF/39968/901",2010-03-17,"yes"
"UA-TAMIF/39968/403",2010-03-17,"yes"
"UA-TARCE/38858/435",2006-11-10,"app"
"UA-TARCE/38858/343",2006-11-10,"APPROVED"
"UA-TARCE/38858/728",2006-11-10,"YES"
"UA-TARCE/38858/508",2006-11-10,"yes"
"UA-TARCE/38858/611",2006-11-10,"Y"
"UA-TARCE/38858/107",2006-11-10,"yes"
"UA-TARCE/38858/859",2006-11-10,"Approved"
"UA-TARCE/38858/600",2006-11-10,"yes"
"UA-TARCE/40095/105",2010-07-15,"yes"
"UA-VALCY/41848/711",2015-10-09,"Y"
"UA-VALCY/41848/970",2015-10-09,"declined"
"UA-XELOD/38680/382",2006-06-14,"N"
"UA-XELOD/39113/487",2007-08-17,"N"
"UA-XELOD/38680/792",2006-06-14,"NO"
"UA-XELOD/39113/775",2007-08-17,"declined"
"UA-ZELBO/40847/394",2013-03-29,"NO"
"AE-ACTEM/42156/290",2015-06-16,"NO"
"AE-ACTEM/42156/173",2015-06-21,"declined"
"AE-ACTEM/39968/103",2010-02-14,"yes"
"AE-ACTEM/39968/916",2010-02-14,"Y"
"AE-ACTEM/41227/841",2013-07-11,"APPROVED"
"AE-ACTEM/41683/397",2014-08-07,"NO"
"AE-ACTEM/42156/342",2015-06-16,"APPROVED"
"AE-ANEXA/33209/676",1989-12-02,"declined"
"AE-ANEXA/32844/818",1990-12-02,"Y"
"AE-AVAST/38426/920",2006-03-06,"YES"
"AE-AVAST/40678/892",2011-06-05,"NO"
"AE-AVAST/40678/718",2011-06-05,"Y"
"AE-AVAST/40678/293",2011-06-05,"NO"
"AE-AVAST/40678/534",2011-06-05,"app"
"AE-AVAST/40678/698",2011-06-05,"NO"
"AE-AVAST/40630/722",2013-08-07,"YES"
"AE-AVAST/41689/479",2014-08-07,"declined"
"AE-AVAST/41689/634",2014-08-07,"app"
"AE-AVAST/42156/640",2015-06-03,"APPROVED"
"AE-AVAST/42156/965",2015-06-03,"rejected"
"AE-AVAST/42156/126",2015-06-16,"YES"
"AE-AVAST/42156/518",2015-06-16,"Y"
"AE-AVAST/38426/404",2006-03-06,"yes"
"AE-AVAST/40678/205",2011-05-05,"yes"
"AE-AVAST/40678/906",2011-06-05,"yes"
"AE-AVAST/40678/542",2011-06-05,"APPROVED"
"AE-AVAST/40678/833",2011-06-05,"app"
"AE-AVAST/40678/842",2011-06-05,"APPROVED"
"AE-AVAST/41149/480",2013-08-01,"N"
"AE-AVAST/41689/140",2014-08-07,"APPROVED"
"AE-AVAST/41689/229",2014-08-07,"YES"
"AE-AVAST/42156/711",2015-06-03,"Y"
"AE-AVAST/42156/698",2015-06-03,"NO"
"AE-AVAST/42156/381",2015-06-16,"N"
"AE-AVAST/42156/925",2015-06-16,"YES"
"AE-BACTR/31964/297",1988-07-06,"NO"
"AE-BONVI/38762/622",2006-09-03,"YES"
"AE-BONVI/39418/440",2008-12-02,"APPROVED"
"AE-CELLC/35183/538",1997-04-28,"app"
"AE-CELLC/35165/423",1997-04-28,"YES"
"AE-COPEG/37669/605",2004-02-17,"yes"
"AE-COPEG/37669/794",2004-02-17,"NO"
"AE-CYMEV/36359/875",2000-07-18,"declined"
"AE-CYMEV/36359/907",2000-07-18,"yes"
"AE-DILAT/34140/275",1994-06-20,"declined"
"AE-DILAT/36518/262",2000-12-24,"rejected"
"AE-DORMI/33502/216",1992-09-21,"Y"
"AE-DORMI/33502/740",1992-09-21,"APPROVED"
"AE-DORMI/33502/932",1992-09-21,"app"
"AE-FANSI/31964/409",1988-07-06,"yes"
"AE-HERCE/36518/536",2000-12-24,"app"
"AE-HERCE/36518/552",2000-12-24,"Approved"
"AE-HERCE/41227/729",2014-08-07,"YES"
"AE-INHIB/33339/704",1991-04-11,"yes"
"AE-KYTRI/34490/666",1995-06-05,"rejected"
"AE-LEXOT/32330/558","#VALUE!","Approved"
"AE-MABTH/36253/948",2000-04-03,"APPROVED"
"AE-MABTH/36253/371",2000-04-03,"declined"
"AE-MABTH/36253/152",2000-04-03,"Approved"
"AE-MIRCE/39996/699",2010-06-07,"NO"
"AE-MIRCE/39996/867",2010-06-07,"rejected"
"AE-MIRCE/39996/610",2010-06-07,"Y"
"AE-MIRCE/39996/644",2010-06-07,"APPROVED"
"AE-MIRCE/39996/718",2010-06-07,"Y"
"AE-MIRCE/39996/128",2010-06-07,"YES"
"AE-NEORE/36843/225",2001-11-13,"YES"
"AE-NEULA/39237/653",2008-01-19,"Approved"
"AE-NEUPO/34140/563",1994-06-20,"rejected"
"AE-NEUPO/34140/858",1994-06-20,"Approved"
"AE-PEGAS/37529/745",2003-09-30,"APPROVED"
"AE-PEGAS/37894/424",2004-05-22,"YES"
"AE-RIVOT/31935/704",1988-06-07,"yes"
"AE-ROACC/31935/293",1988-06-07,"NO"
"AE-ROACC/31964/478",1988-07-06,"declined"
"AE-ROCAL/31964/229",1988-07-06,"YES"
"AE-ROFER/31935/154",1988-06-07,"Approved"
"AE-ROFER/34140/264",1994-06-20,"rejected"
"AE-ROFER/31935/561",1988-06-07,"rejected"
"AE-ROFER/31935/242",1988-06-07,"APPROVED"
"AE-TAMIF/36688/835",2001-06-11,"app"
"AE-VALCY/38080/443",2005-04-03,"APPROVED"
"AE-VALCY/38080/474",2005-04-03,"declined"
"AE-VALIU/31935/611",1988-06-07,"Y"
"AE-VALIU/31935/328",1988-06-07,"YES"
"AE-XELOD/40968/987",2014-09-11,"N"
"AE-XELOD/40968/785",2014-09-11,"N"
"GB-ACTEM/41264/226",2014-04-23,"YES"
"GB-ACTEM/39415/104",2009-01-16,"yes"
"GB-ACTEM/40465/751",2011-07-01,"Approved"
"GB-ACTEM/39415/878",2009-01-16,"declined"
"GB-ACTEM/40465/688",2011-07-01,"N"
"GB-ACTEM/39415/410",2009-01-16,"Y"
"GB-ACTEM/40465/514",2011-07-01,"Y"
"GB-ANEXA/35883/312",1999-07-19,"Y"
"GB-ANEXA/35883/161",1999-07-19,"rejected"
"GB-ANEXA/40688/385",2011-06-13,"N"
"GB-ANEXA/32231/902",1999-07-19,"yes"
"GB-ANEXA/35883/370",1999-07-19,"declined"
"GB-ANEXA/40688/347",2011-06-13,"APPROVED"
"GB-AVAST/37960/487",2005-01-12,"N"
"GB-AVAST/38903/350",2007-03-27,"Approved"
"GB-AVAST/38931/144",2007-08-21,"APPROVED"
"GB-AVAST/39175/128",2007-12-14,"YES"
"GB-AVAST/39170/296",2008-01-25,"NO"
"GB-AVAST/41520/867",2014-07-31,"rejected"
"GB-AVAST/41796/565",2015-02-26,"rejected"
"GB-AVAST/37960/919",2005-01-12,"Y"
"GB-AVAST/38903/543",2007-03-27,"APPROVED"
"GB-AVAST/38931/309",2007-08-21,"yes"
"GB-AVAST/39175/372",2007-12-14,"declined"
"GB-AVAST/39170/430",2008-01-25,"app"
"GB-AVAST/41520/205",2014-07-31,"yes"
"GB-AVAST/41796/383",2015-02-26,"N"
"GB-BONVI/38246/680",2005-09-15,"N"
"GB-BONVI/38469/852",2006-03-29,"Approved"
"GB-BONVI/39034/928",2007-03-06,"YES"
"GB-BONVI/39034/862",2007-03-06,"rejected"
"GB-BONVI/38246/868",2005-09-15,"rejected"
"GB-BONVI/38469/298",2006-03-29,"NO"
"GB-COPEG/37406/877",2002-11-15,"declined"
"GB-COPEG/37587/197",2003-10-09,"NO"
"GB-COPEG/38257/709",2005-06-10,"yes"
"GB-COPEG/38814/799",2006-10-27,"NO"
"GB-COPEG/38814/560",2006-10-27,"rejected"
"GB-COPEG/38814/646",2006-10-27,"APPROVED"
"GB-COPEG/38814/708",2006-10-27,"yes"
"GB-COPEG/38814/371",2006-10-27,"declined"
"GB-COTEL/41884/539",2015-11-20,"app"
"GB-CYMEV/33868/778",1993-03-30,"declined"
"GB-CYMEV/33868/338",1993-03-30,"app"
"GB-ERIVE/40877/863",2013-07-12,"rejected"
"GB-ESBRI/40240/384",2011-02-28,"N"
"GB-GAZYV/41388/264",2014-07-23,"rejected"
"GB-HERCE/41733/634",2014-07-24,"app"
"GB-HERCE/41733/167",2014-07-24,"rejected"
"GB-HERCE/39422/685",2008-09-09,"N"
"GB-HERCE/40060/897",2010-01-19,"NO"
"GB-HERCE/40344/468",2011-04-20,"rejected"
"GB-HERCE/40968/757",2013-08-26,"Approved"
"GB-HERCE/40968/799",2013-08-26,"NO"
"GB-HERCE/40968/344",2013-08-26,"APPROVED"
"GB-HERCE/40968/492",2013-08-26,"NO"
"GB-HERCE/40968/432",2013-08-26,"app"
"GB-HERCE/40968/134",2013-08-26,"app"
"GB-HERCE/40968/180",2013-08-26,"N"
"GB-INHIB/32493/754",1990-10-26,"Approved"
"GB-INHIB/35033/132",1996-04-13,"app"
"GB-INHIB/32493/929",1990-10-26,"YES"
"GB-INHIB/35033/880",1996-04-13,"N"
"GB-INHIB/32493/481",1990-10-26,"N"
"GB-INHIB/35033/476",1996-04-13,"declined"
"GB-INHIB/32493/279",1990-10-26,"declined"
"GB-INHIB/35033/395",1996-04-13,"NO"
"GB-INVIR/34957/349",1996-10-04,"APPROVED"
"GB-KADCY/41150/668",2013-11-15,"rejected"
"GB-KADCY/41150/232",2013-11-15,"app"
"GB-KYTRI/37050/386",2001-09-25,"N"
"GB-KYTRI/37050/689",2001-09-25,"N"
"GB-KYTRI/37050/904",2001-09-25,"yes"
"GB-KYTRI/37050/215",2001-09-25,"Y"
"GB-LARIA/32360/201",1989-10-05,"yes"
"GB-LARIA/32360/894",1989-10-05,"NO"
"GB-MABTH/38708/795",2006-07-06,"NO"
"GB-MABTH/38601/939",2006-07-06,"app"
"GB-MABTH/39265/925",2008-01-18,"YES"
"GB-MABTH/39828/719",2009-08-21,"Y"
"GB-MABTH/39973/655",2010-10-25,"Approved"
"GB-MABTH/41024/972",2013-04-25,"declined"
"GB-MABTH/41242/835",2014-03-21,"app"
"GB-MABTH/38708/581",2006-07-06,"N"
"GB-MABTH/38601/928",2006-07-06,"YES"
"GB-MABTH/39265/401",2008-01-18,"yes"
"GB-MABTH/39828/627",2009-08-21,"YES"
"GB-MABTH/39973/250",2010-10-25,"Approved"
"GB-MABTH/41024/489",2013-04-25,"N"
"GB-MADOP/28823/509",1979-03-15,"yes"
"GB-MADOP/31450/257",1987-04-27,"Approved"
"GB-MADOP/31450/678",1987-04-27,"declined"
"GB-MIRCE/38828/433",2007-07-20,"app"
"GB-MIRCE/39387/585",2008-09-05,"N"
"GB-MIRCE/38828/230",2007-07-20,"app"
"GB-MIRCE/38828/575",2007-07-20,"declined"
"GB-MIRCE/38828/371",2007-07-20,"declined"
"GB-MIRCE/39387/317",2008-09-05,"Y"
"GB-MIRCE/39387/782",2008-09-05,"N"
"GB-MIRCE/38828/524",2007-07-20,"YES"
"GB-MIRCE/39387/591",2008-09-05,"NO"
"GB-MIRCE/38828/585",2007-07-20,"N"
"GB-MIRCE/38828/390",2007-07-20,"NO"
"GB-MIRCE/39387/543",2008-09-05,"APPROVED"
"GB-MIRCE/38828/994",2007-07-20,"NO"
"GB-MIRCE/38828/161",2007-07-20,"rejected"
"GB-MIRCE/38828/139",2007-07-20,"app"
"GB-MIRCE/38828/705",2007-07-20,"yes"
"GB-MIRCE/38828/784",2007-07-20,"N"
"GB-MIRCE/38828/241",2007-07-20,"APPROVED"
"GB-MIRCE/38828/458",2007-07-20,"Approved"
"GB-MIRCE/38828/133",2007-07-20,"app"
"GB-MIRCE/38828/936",2007-07-20,"app"
"GB-PEGAS/40485/386",2011-06-29,"N"
"GB-PEGAS/40485/822",2011-06-29,"YES"
"GB-PEGAS/40485/239",2011-06-29,"app"
"GB-PEGAS/40485/455",2011-06-29,"Approved"
"GB-PEGAS/40877/136",2013-03-13,"app"
"GB-PEGAS/40877/495",2013-03-13,"NO"
"GB-PEGAS/36903/490",2002-06-20,"NO"
"GB-PEGAS/36903/848",2002-06-20,"APPROVED"
"GB-PEGAS/38007/267",2004-11-05,"rejected"
"GB-PEGAS/38189/287",2005-02-23,"N"
"GB-PEGAS/39394/469",2008-06-20,"rejected"
"GB-PEGAS/39509/436",2008-11-28,"app"
"GB-PEGAS/40877/825",2013-03-13,"YES"
"GB-PEGAS/36903/688",2002-06-20,"N"
"GB-PEGAS/36903/650",2002-06-20,"Approved"
"GB-PEGAS/38007/162",2004-11-05,"rejected"
"GB-PEGAS/38189/695",2005-02-23,"NO"
"GB-PEGAS/39394/921",2008-06-20,"YES"
"GB-PEGAS/39509/766",2008-11-28,"rejected"
"GB-PEGAS/40877/137",2013-03-13,"app"
"GB-PEGAS/40877/625",2013-03-13,"YES"
"GB-PEGAS/40877/588",2013-03-13,"N"
"GB-PEGAS/40877/279",2013-03-13,"declined"
"GB-PEGAS/40705/884",2013-03-13,"N"
"GB-PEGAS/40877/963",2013-03-13,"rejected"
"GB-PEGAS/36903/529",2002-06-20,"YES"
"GB-PEGAS/36903/211",2002-06-20,"Y"
"GB-PEGAS/38007/884",2004-11-05,"N"
"GB-PEGAS/38189/137",2005-02-23,"app"
"GB-PEGAS/39394/157",2008-06-20,"Approved"
"GB-PEGAS/39509/650",2008-11-28,"Approved"
"GB-PEGAS/40877/189",2013-03-13,"N"
"GB-PEGAS/36903/952",2002-06-20,"Approved"
"GB-PEGAS/36903/403",2002-06-20,"yes"
"GB-PEGAS/38007/564",2004-11-05,"rejected"
"GB-PEGAS/38189/881",2005-02-23,"N"
"GB-PEGAS/39394/984",2008-06-20,"N"
"GB-PEGAS/39509/714",2008-11-28,"Y"
"GB-PERJE/41883/239",2015-07-28,"app"
"GB-PULMO/34045/923",1994-01-12,"YES"
"GB-ROACC/38072/320",2004-09-22,"YES"
"GB-ROCAL/34495/414",1995-06-08,"Y"
"GB-ROCAL/34495/978",1995-06-08,"declined"
"GB-ROFER/35097/202",1996-07-29,"yes"
"GB-ROFER/35097/614",1996-07-29,"Y"
"GB-ROFER/35097/860",1996-07-29,"rejected"
"GB-ROFER/35097/526",1996-07-29,"YES"
"GB-ROFER/35097/618",1996-07-29,"Y"
"GB-ROFER/35097/550",1996-07-29,"Approved"
"GB-ROFER/35097/778",1996-07-29,"declined"
"GB-ROFER/35615/768",1999-07-22,"rejected"
"GB-ROFER/36501/290",2000-06-26,"NO"
"GB-ROFER/35097/973",1996-07-29,"declined"
"GB-ROFER/35097/305",1996-07-29,"yes"
"GB-ROFER/35097/239",1996-07-29,"app"
"GB-ROFER/35097/898",1996-07-29,"NO"
"GB-ROFER/35097/137",1996-07-29,"app"
"GB-ROFER/35097/701",1996-07-29,"yes"
"GB-ROFER/35097/430",1996-07-29,"app"
"GB-ROFER/35615/878",1999-07-22,"declined"
"GB-ROFER/36501/477",2000-06-26,"declined"
"GB-ROFER/35097/662",1996-07-29,"rejected"
"GB-ROFER/35097/308",1996-07-29,"yes"
"GB-ROFER/35097/411",1996-07-29,"Y"
"GB-ROFER/35097/550",1996-07-29,"Approved"
"GB-ROFER/35097/326",1996-07-29,"YES"
"GB-ROFER/35097/829",1996-07-29,"YES"
"GB-ROFER/35097/491",1996-07-29,"NO"
"GB-ROFER/35615/208",1999-07-22,"yes"
"GB-ROFER/36501/784",2000-06-26,"N"
"GB-ROFER/35097/448",1996-07-29,"APPROVED"
"GB-ROFER/35097/757",1996-07-29,"Approved"
"GB-ROFER/35097/493",1996-07-29,"NO"
"GB-ROFER/35097/650",1996-07-29,"Approved"
"GB-ROFER/35097/248",1996-07-29,"APPROVED"
"GB-ROFER/35097/235",1996-07-29,"app"
"GB-ROFER/35097/873",1996-07-29,"declined"
"GB-ROFER/35615/846",1999-07-22,"APPROVED"
"GB-ROFER/36501/759",2000-06-26,"Approved"
"GB-TAMIF/39115/640",2007-09-19,"APPROVED"
"GB-TAMIF/39115/350",2007-09-19,"Approved"
"GB-TAMIF/41829/609",2015-05-05,"yes"
"GB-TAMIF/39115/137",2007-09-19,"app"
"GB-TAMIF/39115/744",2007-09-19,"APPROVED"
"GB-TAMIF/41829/323",2015-05-05,"YES"
"GB-TAMIF/38555/615",2006-01-25,"Y"
"GB-TAMIF/41829/562",2015-05-05,"rejected"
"GB-TAMIF/40522/127",2011-11-28,"YES"
"GB-TAMIF/40522/788",2011-11-28,"N"
"GB-TAMIF/41829/650",2015-05-05,"Approved"
"GB-TAMIF/38555/913",2006-01-25,"Y"
"GB-TAMIF/41829/968",2015-05-05,"rejected"
"GB-TARCE/38225/121",2005-09-19,"YES"
"GB-TARCE/38628/629",2007-01-24,"YES"
"GB-TARCE/42283/129",2016-01-25,"YES"
"GB-TARCE/38225/229",2005-09-19,"YES"
"GB-TARCE/38628/413",2007-01-24,"Y"
"GB-TARCE/42283/204",2016-01-25,"yes"
"GB-TARCE/38225/901",2005-09-19,"yes"
"GB-TARCE/38628/415",2007-01-24,"Y"
"GB-TARCE/42283/365",2016-01-25,"rejected"
"GB-VALCY/39035/552",2008-09-09,"Approved"
"GB-VALCY/41620/375",2014-07-30,"declined"
"GB-VALCY/37216/599",2002-04-25,"NO"
"GB-VALCY/41620/424",2014-07-30,"YES"
"GB-VESAN/35156/190",1996-10-23,"NO"
"GB-XELOD/38216/734",2005-03-31,"app"
"GB-XELOD/38919/669",2007-03-28,"rejected"
"GB-XELOD/39171/602",2008-02-01,"yes"
"GB-XELOD/38216/302",2005-03-31,"yes"
"GB-XELOD/38919/354",2007-03-28,"Approved"
"GB-XELOD/39171/773",2008-02-01,"declined"
"GB-XENIC/35408/588",1998-07-29,"N"
"GB-XENIC/35408/654",1998-07-29,"Approved"
"GB-XENIC/37883/864",2004-03-02,"rejected"
"GB-ZELBO/40666/289",2012-02-17,"N"
"US-ACTEM/41264/830",2013-10-21,"app"
"US-ACTEM/39405/386",2010-01-08,"N"
"US-ACTEM/40465/106",2011-04-15,"yes"
"US-ACTEM/41088/860",2013-04-29,"rejected"
"US-ACTEM/39405/723",2010-01-08,"YES"
"US-ACTEM/40465/516",2011-04-15,"Y"
"US-ACTEM/41088/238",2013-04-29,"app"
"US-ACTEM/39405/942",2010-01-08,"APPROVED"
"US-ACTEM/40465/249",2011-04-15,"APPROVED"
"US-ACTEM/41088/560",2013-04-29,"rejected"
"US-ACTIV/33095/282",1992-03-02,"N"
"US-ACTIV/40035/635",1992-03-02,"app"
"US-ACTIV/35142/275",1996-06-18,"declined"
"US-ACTIV/36798/117",2001-09-04,"Y"
"US-ACTIV/31526/571",1987-11-13,"declined"
"US-ACTIV/32387/464",1990-06-05,"rejected"
"US-ACTIV/35142/679",1996-06-18,"declined"
"US-ALECE/42191/166",2015-12-11,"rejected"
"US-AVAST/37889/290",2004-02-26,"NO"
"US-AVAST/38701/473",2006-06-20,"declined"
"US-AVAST/38817/383",2006-10-11,"N"
"US-AVAST/39752/111",2009-05-05,"Y"
"US-AVAST/39721/810",2009-07-31,"Y"
"US-AVAST/41124/214",2013-01-23,"Y"
"US-AVAST/41753/280",2014-08-14,"N"
"US-AVAST/41779/503",2014-11-14,"yes"
"US-AVAST/37889/943",2004-02-26,"APPROVED"
"US-AVAST/38701/635",2006-06-20,"app"
"US-AVAST/38817/966",2006-10-11,"rejected"
"US-AVAST/39752/953",2009-05-05,"Approved"
"US-AVAST/39721/249",2009-07-31,"APPROVED"
"US-AVAST/41124/200",2013-01-23,"yes"
"US-AVAST/41753/156",2014-08-14,"Approved"
"US-AVAST/41779/926",2014-11-14,"YES"
"US-BONVI/38131/405",2005-03-24,"yes"
"US-BONVI/37452/909",2003-05-16,"yes"
"US-BONVI/38327/983",2006-01-06,"N"
"US-COPEG/37407/708",2002-12-03,"yes"
"US-COPEG/38225/590",2005-02-25,"NO"
"US-COPEG/40592/364",2011-08-22,"rejected"
"US-COPEG/38406/296",2005-06-21,"NO"
"US-COTEL/41984/853",2015-11-10,"Approved"
"US-CYMEV/31768/528",1989-06-23,"YES"
"US-CYMEV/31768/547",1989-06-23,"APPROVED"
"US-ERIVE/40794/687",2012-01-30,"N"
"US-ESBRI/40121/522",2014-10-15,"YES"
"US-FUZEO/37512/417",2003-03-13,"Y"
"US-GAZYV/41386/369",2013-11-01,"rejected"
"US-GAZYV/42244/624",2016-02-26,"YES"
"US-HERCE/35884/994",1998-09-25,"NO"
"US-HERCE/35884/394",1998-09-25,"NO"
"US-HERCE/38762/487",2006-11-16,"N"
"US-HERCE/39072/436",2008-01-18,"app"
"US-HERCE/39262/892",2008-05-22,"NO"
"US-HERCE/39261/599",2008-05-22,"NO"
"US-HERCE/40287/817",2010-10-20,"Y"
"US-INVIR/35559/824",1997-11-07,"YES"
"US-INVIR/37672/616",2003-12-24,"Y"
"US-INVIR/38155/422",2004-12-17,"YES"
"US-KADCY/41072/498",2013-02-22,"NO"
"US-KADCY/41072/266",2013-02-22,"rejected"
"US-LARIA/31463/394",1989-05-02,"NO"
"US-LUCEN/40826/416",2012-08-10,"Y"
"US-LUCEN/41858/657",2015-02-06,"Approved"
"US-LUCEN/38715/561",2006-06-30,"rejected"
